company,id,number_of_board_memebers,average_age_board,total_active_assignments,total_active_assignments_star,total_prev_assignments,proportion_historic_defaults
Rörledningsfirman Bröderna Karlsson Aktiebolag,5560679879,5.0,40.0,5.0,4,3.0,0.0
ÅJ Måleri AB,5562618644,3.0,38.0,3.0,2,1.0,0.0
Östervallskogs Allteknik AB,5565823829,6.0,57.0,3.0,2,5.0,0.0
Montera i Storfors AB,5568444425,4.0,48.0,10.0,5,13.0,0.0
Kylmekano i Karlstad Aktiebolag,5561907253,4.0,52.0,2.0,1,0.0,0.0
Rydahls Elektriska AB,5560883216,4.0,56.0,3.0,2,2.0,0.0
Tigbro Aktiebolag,5568024391,5.0,46.0,5.0,4,2.0,0.0
AXEDA Entreprenad AB,5566630330,3.0,54.0,5.0,4,4.0,0.0
NIWA Entreprenad AB,5564621018,2.0,69.0,8.0,7,6.0,0.0
Pe Be's VVS AB,5566283718,4.0,59.0,2.0,1,11.0,0.0
Nor-Schakt Aktiebolag,5561692061,3.0,67.0,6.0,5,1.0,0.0
Murverket i Värmland Aktiebolag,5564560034,4.0,46.0,3.0,2,4.0,0.0
Probaco Sanering i Värmland AB,5569708026,4.0,40.0,8.0,7,16.0,0.0
WEST 2000 Aktiebolag,5561290965,3.0,57.0,3.0,2,11.0,0.0
Ventisol Brandventilatorer AB,5565496485,3.0,51.0,2.0,1,4.0,0.0
Structor Värmland AB,5567165153,6.0,51.0,2.0,1,1.0,0.0
Montera i Storfors Entreprenad AB,5591358311,3.0,43.0,5.0,4,6.0,0.0
Montera i Storfors Installation AB,5591504229,3.0,52.0,10.0,5,13.0,0.0
Mindaugas Tjänster AB,5569886731,2.0,33.0,2.0,1,1.0,0.0
Lönn El Aktiebolag,5563834489,3.0,55.0,4.0,3,9.0,0.0
Pålsfolk Bygg AB,5567246821,2.0,51.0,6.0,5,0.0,0.0
Stob AB,5590251277,3.0,32.0,2.0,1,0.0,0.0
Svealands Tak i Värmland Aktiebolag,5564751260,3.0,53.0,9.0,8,1.0,0.0
NAO Entreprenad Aktiebolag,5561324285,10.0,58.0,5.0,4,0.0,0.0
Munkfors Industriteknik Aktiebolag,5567395594,5.0,61.0,3.0,2,1.0,0.0
Säkerhetsteknik i Värmland AB,5568470420,2.0,48.0,6.0,5,15.0,0.0
NL Montage AB,5591479869,3.0,44.0,4.0,3,5.0,0.0
Wermlands Bergentreprenad AB,5568743321,2.0,48.0,3.0,2,1.0,0.0
Rörtjänst i Kil AB,5567912240,3.0,55.0,7.0,6,1.0,0.0
RÅUMS MASKIN & FASTIGHET AB,5590970850,2.0,41.0,2.0,1,2.0,0.0
PSM Project & Site Management AB,5568916620,3.0,53.0,3.0,2,1.0,0.0
Grundels Fönstermontage AB,5591106454,3.0,56.0,4.0,3,8.0,0.0
Prepart Projekt Aktiebolag,5591451546,2.0,57.0,25.0,24,14.0,0.0
Wermlands Larm Aktiebolag,5567063291,3.0,58.0,2.0,1,4.0,0.0
OBM i Karlstad AB,5568547524,4.0,61.0,2.0,1,1.0,0.0
AK Mekaniske AB,5591183941,3.0,54.0,2.0,1,3.0,0.0
Träfab Entreprenad & Försäljning AB,5567866925,2.0,61.0,7.0,6,12.0,0.0
ByggAktör Karlstad AB,5591067268,3.0,40.0,5.0,2,1.0,0.0
Keyline Aktiebolag,5563551331,2.0,66.0,2.0,1,1.0,0.0
Exklusiv Byggservice Värmland AB,5591030035,2.0,42.0,2.0,1,0.0,0.0
Stavnäs Tak & Bygg Aktiebolag,5564131109,2.0,76.0,2.0,1,2.0,0.0
Hänsjön Bygg & Entreprenad AB,5591231518,2.0,65.0,5.0,4,7.0,0.0
KWFP Fastigheter i Karlstad AB,5568139272,3.0,55.0,7.0,6,3.0,0.0
Heatia Energi AB,5566403787,2.0,44.0,3.0,2,1.0,0.0
Hasse Nygren Byggmontage AB,5591820013,3.0,59.0,2.0,1,0.0,0.0
Norrstrands VVS Entreprenad AB,5568897978,3.0,44.0,5.0,3,9.0,0.0
Structor Projektpartner Värmland AB,5591511000,6.0,52.0,2.0,1,1.0,0.0
Nkontakt i Värmland AB,5567767099,2.0,62.0,4.0,3,5.0,0.0
KBF Kristinehamns Bygg och Fastighetsservice AB,5569667412,2.0,44.0,3.0,2,0.0,0.0
EL SERVICE TORSBY AB,5568379068,2.0,50.0,2.0,1,1.0,0.0
HN Plåtslageri AB,5569983660,3.0,59.0,2.0,1,0.0,0.0
Klässbols Elteknik AB,5568309677,3.0,40.0,2.0,1,2.0,0.0
Rydahls Teknik AB,5560419599,3.0,61.0,3.0,2,2.0,0.0
Janne Olsson Gräv o Planering AB,5565223053,2.0,51.0,2.0,1,0.0,0.0
Bäckmans Mur och Eldstäder Aktiebolag,5569821605,4.0,54.0,3.0,2,1.0,0.0
FallTerm AB,5569111452,3.0,64.0,10.0,9,10.0,0.0
VVS-Arbeten i Torsby AB,5565393021,2.0,51.0,4.0,3,0.0,0.0
SWEGLOBE AB,5590617402,2.0,40.0,2.0,1,0.0,0.0
Brobergs Svets & Plåt i Karlstad AB,5565310652,3.0,51.0,4.0,3,3.0,0.0
Henrik Olsson Schakt & Planering AB,5569148421,2.0,44.0,2.0,1,0.0,0.0
Watt Elteknik Värmland AB,5590473590,2.0,51.0,3.0,2,0.0,0.0
Sunne Glasmästeri AB,5591028393,3.0,42.0,2.0,1,0.0,0.0
Killstad Entreprenad AB,5569001836,3.0,59.0,3.0,2,4.0,0.0
Måleri & Byggmiljö i Kil AB,5591079511,2.0,46.0,3.0,2,0.0,0.0
Webbplatsen i Sverige AB,5565634945,3.0,48.0,2.0,1,5.0,0.0
Rivstart Sverige AB,5590712849,3.0,52.0,2.0,1,7.0,0.0
John-Anders Ålander Byggnads AB,5568278526,2.0,63.0,2.0,1,4.0,0.0
Lövåker Bygg & Entreprenad AB,5591191852,2.0,45.0,4.0,3,13.0,0.0
Elkontakt i Karlstad AB,5590689211,2.0,43.0,3.0,2,0.0,0.0
Reconsil AB,5568275548,4.0,64.0,6.0,4,7.0,0.0
Intro AB,5563736817,4.0,53.0,2.0,1,1.0,0.0
ACAT Bygg och Entreprenad AB,5592063860,2.0,45.0,6.0,5,13.0,0.0
Byggmästare Eriksen AB,5567337307,2.0,50.0,3.0,2,26.0,0.0
Sustainacon Sweden AB,5591657902,2.0,47.0,3.0,2,3.0,0.0
ABC Engineering One AB,5591199541,3.0,51.0,9.0,8,8.0,0.0
Lindesbergs Elinstallationer i Bergslagen AB,5591719017,2.0,54.0,5.0,4,3.0,0.0
GMH Industrimontage AB,5591918387,3.0,42.0,2.0,1,2.0,0.0
Karlstad Elprojekt AB,5591947501,3.0,44.0,3.0,2,3.0,0.0
VVS Koncept Karlstad AB,5591507032,2.0,34.0,2.0,1,0.0,0.0
Grävskopans Entreprenad i Värmland AB,5565929832,2.0,61.0,8.0,7,4.0,0.0
Brunzells Mark & Montage AB,5590102322,2.0,58.0,2.0,1,1.0,0.0
Bo Döre AB,5569417032,2.0,51.0,2.0,1,0.0,0.0
Glasservice i Kristinehamn AB,5567494348,3.0,50.0,2.0,1,3.0,0.0
Bäckstrand Teknik AB,5569460990,2.0,69.0,3.0,2,5.0,0.0
Lärkängen Group AB,5591332308,3.0,44.0,8.0,7,2.0,0.0
Plåt och Takarbeten i Arvika Aktiebolag,5563467215,2.0,70.0,3.0,2,0.0,0.0
RÖRTJÄNST L LARSSON AB,5590429857,2.0,62.0,3.0,2,1.0,0.0
EMTERVIKENS BYGG AB,5568483761,3.0,48.0,2.0,1,0.0,0.0
Ilanda Fastigheter AB,5563794592,3.0,53.0,9.0,8,1.0,0.0
EB Construction AB,5591030027,2.0,42.0,2.0,1,0.0,0.0
UBF Partner AB,5591715858,4.0,46.0,2.0,1,1.0,0.0
LA Takvård Väst AB,5590009717,2.0,35.0,4.0,3,5.0,0.0
Bemko AB,5591826101,3.0,46.0,2.0,1,0.0,0.0
Höljes Bygg och Alltjänst AB,5591553127,4.0,52.0,5.0,2,2.0,0.0
Värmland fönster & interiör AB,5590950563,4.0,50.0,3.0,2,3.0,0.0
Mikkola Bygg & Bastu AB,5569307365,2.0,60.0,3.0,2,1.0,0.0
Remåker Konsulterande Ingenjörer AB,5569597072,4.0,55.0,2.0,1,0.0,0.0
Ronjas Måleri AB,5590881529,2.0,44.0,3.0,2,7.0,0.0
Mindaugas Holding AB,5591073498,1.0,37.0,2.0,1,1.0,1.0
Tigbro Service AB,5591767289,5.0,46.0,5.0,4,2.0,0.0
D Bertilssons byggservice AB,5568916778,2.0,48.0,2.0,1,0.0,0.0
BetoTec AB,5569632564,2.0,52.0,2.0,1,0.0,0.0
Svensk byggkontroll & miljö AB,5590073242,2.0,51.0,2.0,1,0.0,0.0
Jonas Kullgren Aktiebolag,5563170538,3.0,63.0,2.0,1,3.0,0.0
Peter Ahlqvist Fastighet & Industri AB,5590566203,2.0,60.0,2.0,1,3.0,0.0
Prusik Sverige AB,5568863947,3.0,55.0,7.0,5,11.0,0.0
Eklöf&Jonsson AB,5590034780,3.0,52.0,2.0,1,0.0,0.0
MätByrån AB,5591291439,2.0,47.0,3.0,2,3.0,0.0
Allt i 1 Niclas Andersson AB,5590816772,2.0,47.0,3.0,2,0.0,0.0
K.S. Rörservice AB,5567059497,2.0,45.0,2.0,1,11.0,0.0
Fernqvist arkitekter AB,5567665178,3.0,63.0,2.0,1,5.0,0.0
Klässbols Bygg Aktiebolag,5564113446,2.0,57.0,2.0,1,3.0,0.0
Wermland Golf och Miljö AB,5590666318,2.0,42.0,4.0,3,1.0,0.0
AB Villbättre,5590476726,4.0,52.0,2.0,1,1.0,0.0
Olsen Badrum & Fastigheter AB,5591032551,2.0,63.0,6.0,3,6.0,0.0
M. Grahls Konsult AB,5564443520,2.0,44.0,2.0,1,6.0,0.0
Inger och Håkan AB,5591175822,2.0,69.0,2.0,1,14.0,0.0
AN Byggmontage AB,5590674056,2.0,58.0,2.0,1,1.0,0.0
SANDRAS HEM I GRUMS AB,5591363568,2.0,32.0,2.0,1,0.0,0.0
Englund Invest AB,5567765879,2.0,50.0,3.0,2,1.0,0.0
Björn Cederlund fastighetsförvaltning AB,5560821364,3.0,46.0,2.0,1,4.0,0.0
Nordisk Boutveckling AB,5569001810,2.0,53.0,6.0,5,23.0,0.0
Ekeby Fastigheter i Sunne AB,5564353075,2.0,67.0,9.0,8,6.0,0.0
Bryn Bygg Eiendomsutvikling AB,5590514872,3.0,58.0,2.0,1,0.0,0.0
LH i Höljes AB,5569608929,3.0,52.0,3.0,2,1.0,0.0
Holm Barenfeld AB,5565672622,2.0,56.0,3.0,2,7.0,0.0
GÖR-EL i Karlstad Aktiebolag,5563438232,2.0,60.0,7.0,6,3.0,0.0
Muffit AB,5591691695,3.0,47.0,4.0,2,4.0,0.0
Glasmästaren i Karlstad AB,5560829979,2.0,63.0,2.0,1,7.0,0.0
Brattforsheden Entreprenad AB,5567790018,2.0,62.0,2.0,1,10.0,0.0
Forshaga Måleri Aktiebolag,5561358770,2.0,58.0,2.0,1,3.0,0.0
Smederöd Konsult AB,5590600937,2.0,52.0,2.0,1,8.0,0.0
MGK Villan AB,5569606782,2.0,44.0,2.0,1,6.0,0.0
Arkenhus AB,5566967435,2.0,54.0,2.0,1,6.0,0.0
Project & Property Management Grums AB,5569123143,2.0,54.0,4.0,3,5.0,0.0
EKBRO Invest AB,5590463211,3.0,55.0,5.0,4,2.0,0.0
Contrec Control Aktiebolag,5565398343,2.0,65.0,2.0,1,0.0,0.0
Färg & Co i Arvika AB,5562058536,4.0,50.0,5.0,4,4.0,0.0
Lars Hed AB,5569526337,2.0,41.0,8.0,7,2.0,0.0
Stenen i Värmland AB,5566657655,4.0,46.0,3.0,2,4.0,0.0
Plusball AB,5569406852,4.0,43.0,5.0,4,18.0,0.0
3E Karlstad AB,5564018355,3.0,63.0,2.0,1,4.0,0.0
Göran Malmstedt Konsult AB,5567322838,5.0,54.0,4.0,3,3.0,0.0
Fermodul Aktiebolag,5564833605,2.0,67.0,3.0,2,1.0,0.0
Skarabin AB,5569523888,3.0,48.0,2.0,1,9.0,0.0
Uddprojekten AB,5567517924,2.0,43.0,10.0,9,6.0,0.0
LL - Sportfritid AB,5568355555,3.0,39.0,2.0,1,0.0,0.0
O. Larsson Holding AB,5568283815,2.0,61.0,7.0,6,12.0,0.0
Scandibär AB,5590098538,2.0,47.0,2.0,1,2.0,0.0
Consto Syd AB,5590930250,4.0,59.0,8.0,7,1.0,0.0
Rekab Entreprenad AB,5565207007,9.0,55.0,5.0,4,24.0,0.0
Fastec Sverige Aktiebolag,5564819372,6.0,70.0,5.0,4,12.0,0.0
Selbergs Entreprenad i Umeå AB,5569437626,5.0,56.0,2.0,1,6.0,0.0
Energiservice Skellefteå Aktiebolag,5590284310,9.0,53.0,4.0,3,0.0,0.0
Railcare Group AB,5567307813,6.0,56.0,24.0,14,40.0,0.0
Contractor Bygg i Skellefteå AB,5566186259,2.0,56.0,28.0,27,38.0,0.0
Balticgruppen Bygg AB,5568348147,3.0,44.0,2.0,1,3.0,0.0
Kaj Johanssons Åkeri Aktiebolag,5561441428,3.0,52.0,8.0,7,12.0,0.0
Lerstenen Invest AB,5568631682,4.0,62.0,29.0,28,34.0,0.0
Torbjörn Sundh Entreprenad Aktiebolag,5563880904,2.0,57.0,4.0,3,2.0,0.0
Rekab Entreprenad Nord AB,5591094882,6.0,46.0,5.0,4,24.0,0.0
Logex Aktiebolag,5567143465,3.0,47.0,3.0,2,4.0,0.0
Umeå Entreprenad AB,5566516380,3.0,55.0,4.0,3,2.0,0.0
Skelleftebygg AB,5565935391,3.0,50.0,8.0,7,13.0,0.0
Prospekteringsteknik i Norrland AB,5565649000,3.0,47.0,5.0,4,9.0,0.0
FSN Nordfönster AB,5565485256,4.0,50.0,8.0,7,8.0,0.0
VNB Byggproduktion AB,5562676154,7.0,46.0,16.0,15,12.0,0.0
Nordkust Bygg Aktiebolag,5569240426,5.0,45.0,2.0,1,3.0,0.0
Contractor Bygg i Lycksele AB,5565729919,2.0,56.0,7.0,6,0.0,0.0
Umeå Energi UmeNet AB,5566193057,11.0,59.0,4.0,3,7.0,0.0
Åbyns Bygg AB,5564855954,3.0,51.0,2.0,1,6.0,0.0
Lövångers Bygg AB,5565813739,6.0,60.0,10.0,8,7.0,0.0
North Kingdom Design & Communication AB,5566443817,2.0,50.0,4.0,3,3.0,0.0
AB Norrskydd,5562549062,6.0,56.0,4.0,3,0.0,0.0
Grus Schakt Umeå AB,5564047958,3.0,55.0,3.0,2,3.0,0.0
MANA Projektbyrå i Umeå AB,5591170120,3.0,44.0,4.0,3,3.0,0.0
BL-INTERIÖR Aktiebolag,5562374826,3.0,52.0,4.0,1,4.0,0.0
Sandå Umeå AB,5565158176,4.0,54.0,3.0,2,6.0,0.0
Mittel Fjärrvärme AB,5563893642,3.0,57.0,10.0,9,14.0,0.0
BJ Bygg & Installation AB,5568749930,3.0,57.0,7.0,6,3.0,0.0
OF Maskin AB,5565717401,4.0,59.0,8.0,7,9.0,0.0
Nybergs Bygg & Måleri NBM Umeå AB,5590350517,5.0,41.0,2.0,1,0.0,0.0
Marklund & Son Schakt Aktiebolag,5569847568,3.0,56.0,6.0,5,3.0,0.0
Schermans Betongpumpar Aktiebolag,5566651625,2.0,60.0,2.0,1,4.0,0.0
Norrtech VVS och industri AB,5569894651,4.0,41.0,8.0,7,0.0,0.0
Marktjänst i Västerbotten Aktiebolag,5567494660,3.0,45.0,5.0,4,5.0,0.0
Aqua Support i Vilhelmina AB,5568415243,2.0,56.0,4.0,3,1.0,0.0
M&R Mekan & Konstruktion i Skellefteå AB,5569420978,5.0,54.0,2.0,1,1.0,0.0
RIKELEKTRO AB,5567012421,4.0,51.0,11.0,10,17.0,0.0
MidMade AB,5567589469,2.0,57.0,2.0,1,5.0,0.0
Umeå Last AB,5591278576,3.0,55.0,3.0,2,3.0,0.0
Projektledargruppen i Umeå AB,5567977714,10.0,56.0,3.0,2,2.0,0.0
Envico Elpartner AB,5591075642,3.0,38.0,6.0,2,2.0,0.0
Umeå El och VVS Automatik Aktiebolag,5563895480,5.0,44.0,4.0,3,5.0,0.0
Nyåkers Trafik Bygg och Förvaltning Aktiebolag,5562139120,2.0,57.0,3.0,2,1.0,0.0
Geoteam Nord AB,5568036122,2.0,47.0,3.0,2,4.0,0.0
Låskedjan i Umeå AB,5565648655,2.0,52.0,10.0,9,18.0,0.0
Haga Plåt i Umeå AB,5560672288,3.0,54.0,5.0,4,11.0,0.0
Larssons Måleri i Umeå AB,5567753198,3.0,52.0,2.0,1,1.0,0.0
Träkonstruktion Botnia AB,5590775622,4.0,52.0,2.0,1,3.0,0.0
Skellefteå Måleri & Golv AB,5567496350,3.0,50.0,3.0,2,2.0,0.0
Bara Tord Bygg i Rusksele AB,5561675587,4.0,51.0,4.0,3,3.0,0.0
Montageteamet Nord AB,5568893464,2.0,51.0,52.0,51,40.0,0.0
Skellefteå Mark AB,5590911607,2.0,49.0,5.0,4,2.0,0.0
Renfors Frakt AB,5591570352,4.0,57.0,3.0,2,5.0,0.0
Hello Future AB,5567681209,6.0,44.0,4.0,3,10.0,0.0
Rekab Entreprenad Skellefteå AB,5591469399,3.0,50.0,5.0,4,24.0,0.0
NELAB Hiss AB,5566479035,3.0,46.0,6.0,5,1.0,0.0
Stens Golv & Färg Aktiebolag,5562930577,5.0,44.0,5.0,4,3.0,0.0
Umeås Raka Rörinstallationer AB,5569056137,2.0,57.0,2.0,1,2.0,0.0
Ume fasad AB,5590305792,3.0,42.0,3.0,2,0.0,0.0
Plåtslagarna i Västerbotten AB,5567393219,4.0,48.0,14.0,13,19.0,0.0
TWT Kran AB,5562907237,3.0,59.0,3.0,2,3.0,0.0
Malå Plåt AB,5566641857,4.0,47.0,7.0,4,5.0,0.0
JBR-Konsult AB,5591442248,4.0,43.0,6.0,5,0.0,0.0
Nord Access AB,5569483125,4.0,38.0,3.0,2,5.0,0.0
Terminalen i Bastuträsk AB,5565915898,4.0,63.0,3.0,2,0.0,0.0
Midiwest AB,5590189014,2.0,51.0,3.0,2,10.0,0.0
BJ Installationsteknik AB,5591337109,3.0,56.0,2.0,1,4.0,0.0
Lindkvist & Lindqvist Måleri Aktiebolag,5564170206,3.0,54.0,2.0,1,7.0,0.0
Philston AB,5566757604,2.0,57.0,15.0,14,34.0,0.0
Totalentreprenad i Umeå AB,5591110647,4.0,44.0,2.0,1,1.0,0.0
Sahlströms Fastighetsservice AB,5567655427,3.0,48.0,4.0,3,2.0,0.0
Per Evertssons Byggservice Aktiebolag,5563734077,2.0,61.0,6.0,5,1.0,0.0
Hållbar Teknik Sverige AB,5590247671,4.0,45.0,3.0,2,7.0,0.0
Palmsunda Förvaltning AB,5564837010,3.0,55.0,10.0,9,18.0,0.0
Löfgren & Co Park Mark AB,5569699266,2.0,59.0,3.0,2,1.0,0.0
Elit Elinstallation i Skellefteå AB,5590536024,4.0,35.0,2.0,1,1.0,0.0
Umeå kaminer & skorstenar AB,5561852277,3.0,47.0,2.0,1,0.0,0.0
Lima Förvaltning AB,5590182738,2.0,31.0,5.0,4,2.0,0.0
MANA Projektbyrå i Skellefteå AB,5591681704,3.0,44.0,4.0,3,3.0,0.0
Vius Bygg AB,5567479703,2.0,53.0,2.0,1,2.0,0.0
Gjersvold Park & Mark AB,5591670970,2.0,39.0,2.0,1,2.0,0.0
Emcon Entreprenad & Försäljning AB,5569119133,2.0,64.0,4.0,3,0.0,0.0
Täfteå Fastigheter Aktiebolag,5564698057,6.0,65.0,2.0,1,8.0,0.0
Näslunds Väg Aktiebolag,5560883604,2.0,68.0,3.0,2,6.0,0.0
DN Borr AB,5590697230,4.0,43.0,4.0,2,1.0,0.0
Skellefteå El & Energiteknik AB,5568838709,3.0,54.0,3.0,2,2.0,0.0
PL Traktor Aktiebolag,5563858363,5.0,39.0,4.0,3,14.0,0.0
Bygg och Mark Konstruktion i Sördal AB,5568369952,2.0,47.0,6.0,5,6.0,0.0
TRÄ I KVADRAT Aktiebolag,5568834815,3.0,48.0,4.0,3,6.0,0.0
Ume Byggprojekt AB,5590480272,2.0,22.0,2.0,1,10.0,0.0
UE Fastigheter i Umeå AB,5566878046,2.0,51.0,29.0,28,57.0,0.0
Tegs Mark & Bygg AB,5562204072,4.0,52.0,15.0,7,21.0,0.0
Sjöbergs VVS AB,5569669814,2.0,43.0,2.0,1,8.0,0.0
Rolf Hedman Terra Konsult Aktiebolag,5563217750,3.0,58.0,2.0,1,1.0,0.0
Bröderna Nystedts Entreprenad AB,5591438766,2.0,42.0,2.0,1,0.0,0.0
Mexor i Skellefteå AB,5567193247,3.0,48.0,4.0,3,5.0,0.0
TG:s Schakt i Långsjöby Aktiebolag,5564108727,2.0,49.0,4.0,3,1.0,0.0
KöksMontörn i Bygdeå AB,5568416738,2.0,51.0,2.0,1,2.0,0.0
Trä i Kvadrat Limträ AB,5591594287,3.0,48.0,4.0,3,6.0,0.0
Caterva i Sundsvall AB,5568962632,2.0,44.0,3.0,2,6.0,0.0
Bjopet AB,5569250573,3.0,41.0,5.0,4,1.0,0.0
Selins Alltjänst AB,5569142127,2.0,55.0,2.0,1,0.0,0.0
Structor Bygg Umeå AB,5591710222,4.0,53.0,2.0,1,0.0,0.0
AB LSu Byggkonsult,5569516130,2.0,54.0,2.0,1,8.0,0.0
Sweline AB,5569808875,2.0,28.0,4.0,3,0.0,0.0
Röbäcks El Sture Janze Aktiebolag,5563271641,2.0,66.0,2.0,1,0.0,0.0
Vännäs Elservice AB,5569132268,5.0,40.0,8.0,7,1.0,0.0
Puttes vvs AB,5591817936,3.0,40.0,2.0,1,3.0,0.0
Rikcus AB,5590886270,3.0,41.0,4.0,2,1.0,0.0
Erik Din Glasman AB,5591853154,2.0,55.0,2.0,1,0.0,0.0
ST i Umeå AB,5563592061,2.0,56.0,8.0,7,19.0,0.0
Arvidssons entreprenad & däck AB,5567796585,4.0,59.0,2.0,1,3.0,0.0
Vi på ArkitektByrån Tre streck AB,5564470929,2.0,70.0,6.0,5,9.0,0.0
Ulf Grabbe Consulting AB,5568590300,2.0,57.0,2.0,1,4.0,0.0
Väghyveltjänst H Johansson Aktiebolag,5563172856,2.0,63.0,2.0,1,1.0,0.0
Planea AB,5590282637,3.0,49.0,2.0,1,4.0,0.0
Perssons Golv & Vägg AB,5562597582,3.0,56.0,2.0,1,1.0,0.0
Konsultera i Sverige AB,5568362197,2.0,48.0,2.0,1,5.0,0.0
Sandbacka Fastighetsutveckling AB,5567102891,3.0,36.0,5.0,4,1.0,0.0
PSO konsult AB,5566781703,2.0,40.0,2.0,1,2.0,0.0
Edora AB,5567210884,2.0,48.0,14.0,13,19.0,0.0
Axelco AB,5568975741,2.0,50.0,2.0,1,4.0,0.0
Irene & Kjell Konsult AB,5590332002,5.0,47.0,2.0,1,5.0,0.0
Hägglundarnas Bygg & Entreprenad AB,5590749569,3.0,32.0,2.0,1,0.0,0.0
Swed Sell Norr Aktiebolag,5565681144,2.0,58.0,2.0,1,3.0,0.0
Proom Projektledning AB,5568553217,3.0,38.0,2.0,1,3.0,0.0
Lövdahls Rör AB,5564510864,2.0,60.0,2.0,1,0.0,0.0
CATTIC TOTAL AB,5591853907,2.0,41.0,5.0,4,4.0,0.0
Storbacken Development AB,5568636954,4.0,52.0,2.0,1,5.0,0.0
Studio with Sweden AB,5569663916,2.0,44.0,3.0,2,2.0,0.0
Målarn i Norrland AB,5591908693,2.0,48.0,15.0,13,5.0,0.0
DB BYGG & MONTAGE Aktiebolag,5568572837,2.0,39.0,2.0,1,0.0,0.0
Västerbottens fastighetsförvaltning AB,5591382725,2.0,42.0,2.0,1,1.0,0.0
Norrlands kyl och värmepumpar AB,5591267298,3.0,46.0,2.0,1,5.0,0.0
Scandinavian Aero-Marine Services AB,5564864469,2.0,31.0,2.0,1,2.0,0.0
Atcontrol i Umeå AB,5568007677,2.0,60.0,4.0,3,5.0,0.0
VVS Teamet i Norrbotten AB,5568505860,2.0,55.0,5.0,4,3.0,0.0
Kabelfast i Umeå AB,5566980487,3.0,56.0,20.0,19,47.0,0.0
Lennart Perssons Grävmaskiner Aktiebolag,5563471712,2.0,65.0,3.0,2,1.0,0.0
Ohlssons Byggservice Lycksele AB,5592133291,2.0,26.0,2.0,1,1.0,0.0
Balticgruppen Projekt AB,5568333230,2.0,45.0,39.0,38,11.0,0.0
Säfstens Gräv Aktiebolag,5563446235,2.0,59.0,2.0,1,0.0,0.0
Balticgruppen Handels Aktiebolag,5567297998,2.0,45.0,39.0,38,11.0,0.0
Kraftstaven Systems AB,5567930085,2.0,67.0,2.0,1,2.0,0.0
Glasmäklarna Andersson AB,5569588071,2.0,38.0,5.0,4,4.0,0.0
Genuint af Norrland AB,5569720096,4.0,45.0,4.0,3,5.0,0.0
JPSS Bygg AB,5592024326,2.0,37.0,2.0,1,1.0,0.0
Preutz Design Aktiebolag,5563643385,2.0,64.0,2.0,1,0.0,0.0
Tensio AB,5590393707,2.0,61.0,4.0,3,3.0,0.0
ARTBY AB,5591169924,3.0,39.0,2.0,1,1.0,0.0
Ronja & Richards Fönster 23 AB,5568572092,2.0,45.0,2.0,1,1.0,0.0
MAROTO Fastigheter AB,5569200958,3.0,48.0,3.0,2,3.0,0.0
Nordic Bygg i Skellefteå Aktiebolag,5565841086,2.0,63.0,2.0,1,2.0,0.0
EH Consulting Group Sweden AB,5566983697,2.0,55.0,6.0,5,4.0,0.0
Annini Aktiebolag,5565375465,2.0,55.0,2.0,1,1.0,0.0
Fog Västerbotten AB,5568601701,3.0,40.0,9.0,5,8.0,0.0
Aktiebolaget Ohlssons Tyger & Stuvar i Norrbotten,5564249190,2.0,67.0,2.0,1,8.0,0.0
Walleskog Konsult AB,5590886932,2.0,50.0,2.0,1,1.0,0.0
FSF EL OCH DYK AB,5568434590,4.0,45.0,2.0,1,0.0,0.0
Skefix AB,5569947129,2.0,37.0,3.0,2,0.0,0.0
Vännäs Markservice Aktiebolag,5564221686,2.0,69.0,6.0,4,10.0,0.0
JV Heating AB,5563124907,4.0,67.0,5.0,4,5.0,0.0
JABE Grenler AB,5590517412,3.0,53.0,5.0,2,7.0,0.0
Tengman Konsult Aktiebolag,5562627579,2.0,73.0,4.0,3,3.0,0.0
ArchEland AB,5563776441,3.0,49.0,4.0,3,7.0,0.0
IRL konsult AB,5590702774,2.0,66.0,2.0,1,1.0,0.0
Safe Drain Technologies Sweden AB,5568414378,4.0,56.0,2.0,1,1.0,0.0
Södra Västerbotten Bygg Aktiebolag,5564716818,2.0,71.0,2.0,1,2.0,0.0
Västerbottens bygg och byggledning AB,5590301858,2.0,30.0,2.0,1,6.0,0.0
Handcrafted MÅLERIET Skellefteå AB,5590487376,2.0,48.0,3.0,2,3.0,0.0
Tommy Schönfeldt Markteknik AB,5563284818,2.0,71.0,2.0,1,1.0,0.0
K M i Umeå AB,5563341063,2.0,68.0,9.0,8,8.0,0.0
Alldela Förvaltning AB,5567324511,2.0,46.0,5.0,4,4.0,0.0
Nordmalings Bergteknik AB,5564313954,2.0,74.0,2.0,1,6.0,0.0
ITSA Holding AB,5569294696,2.0,47.0,12.0,11,46.0,0.0
Cityplåt i Umeå AB,5566824966,2.0,64.0,3.0,2,2.0,0.0
Smart Climate Holding AB,5565145702,3.0,65.0,2.0,1,0.0,0.0
TH Invest AB,5566421771,3.0,58.0,12.0,11,12.0,0.0
Aconal Partial AB,5565375408,2.0,70.0,2.0,1,1.0,0.0
AL i Umeå AB,5567407829,2.0,71.0,2.0,1,15.0,0.0
Bröderna Marthin Aktiebolag,5562105246,4.0,67.0,2.0,1,1.0,0.0
Din Partner Tre Streck AB,5590848635,3.0,53.0,6.0,5,9.0,0.0
Fokus Projektledning i Stockholm AB,5567752174,2.0,67.0,2.0,1,1.0,0.0
